,n1,n2,n3,per_day_count,per_day_change_volume,per_day_change_money,per_count_change_time,performance,drawback,money
0,1,1,5,3,5015018.598280434,25215222.368353765,28.75057208237986,9.930199179433963,7.528226958693844,10000000
1,1,1,5,3,5365040.022918379,26979687.206078574,29.68421052631579,4.5901092295138834,3.518466717558192,20000000
2,1,1,6,3,2409110.406064716,12086470.097523414,16.00990099009901,6.737847539317721,2.8429187219388625,10000000
3,1,1,6,3,2517420.438795245,12629390.19183313,16.633663366336634,2.6356346878653625,2.2852923528939444,20000000
4,1,1,7,3,1202843.9513716209,6040871.184731589,14.192307692307692,3.7357627026660456,3.0441939959434947,10000000
5,1,1,7,3,1255707.7625570768,6306548.992664237,14.884615384615385,1.9407464313401013,1.4931135101997834,20000000
6,1,2,5,3,9143010.440486811,46016794.4017117,11.35135135135135,-6.8097571117809,9.86219012046513,10000000
7,1,2,5,3,9654062.87100083,48577660.64055421,12.005405405405405,-2.7296892419399477,5.023574959076578,20000000
8,1,2,6,3,7509330.996348457,37733090.32704057,20.878048780487806,-2.760122613936977,7.597336510460358,10000000
9,1,2,6,3,8074908.873385039,40598363.01671563,21.983739837398375,-2.330467728686292,4.50088052183227,20000000
10,1,2,7,3,5639047.820549767,28329128.16750164,35.388,0.13697745393494998,7.104998452788126,10000000
11,1,2,7,3,6118521.2281523505,30761441.9556992,36.396,-0.8451365841910641,4.524780210440829,20000000
12,1,3,5,3,9362915.555763502,47133813.14345865,11.966386554621849,-22.87377726115021,22.99408998164572,10000000
13,1,3,5,3,9583184.39107184,48237857.768509895,12.212885154061624,-11.467879996759878,11.850932204266824,20000000
14,1,3,6,3,8152416.10007663,41020487.34818221,26.395631067961165,-12.438764715367146,13.68411826764241,10000000
15,1,3,6,3,8555382.135189973,43068001.29215697,33.640776699029125,-5.920952100756871,6.798336889443959,20000000
16,1,3,7,3,7025472.2146045,35354090.69555113,22.747663551401867,-10.050086456603447,12.612695488668347,10000000
17,1,3,7,3,7400175.09592742,37260793.020866126,23.252336448598133,-5.6678456941770765,7.250554522052127,20000000
18,1,4,5,3,7227616.573568795,36368405.74271432,38.63823529411765,-12.258342288079538,14.863170885887717,10000000
19,1,4,5,3,7479151.735754353,37653664.30510076,38.87647058823529,-5.59871966747939,7.011830006983512,20000000
20,1,4,6,3,6386742.384748492,32144399.879830196,43.871750433275565,-1.7248722241658743,6.446908770218098,10000000
21,1,4,6,3,6680058.666303624,33638659.59422368,44.422876949740036,-0.2836526141883011,3.2062606136362257,20000000
22,1,4,7,3,5549685.090111915,27927141.23197856,16.527835051546393,-9.72117962093144,11.308373054035993,10000000
23,1,4,7,3,5856794.821128843,29481661.957033236,17.14639175257732,-4.250682144411277,5.518093928177311,20000000
24,1,5,5,3,3941809.322272574,19821724.202766035,15.843478260869565,-2.9476910924348787,6.817704097529238,10000000
25,1,5,5,3,4024459.770120133,20241412.41596753,16.104347826086958,-1.3100809625328558,3.378801863657187,20000000
26,1,5,6,3,3486566.989205426,17537809.18382142,34.08637873754153,-0.43042292585956377,8.133950637475387,10000000
