date,open,close,high,low,volume,money
2006-01-12,1208.77,1226.7,1227.3,1205.28,2701891600,12903535168
2006-01-13,1228.16,1221.46,1231.22,1214.88,2770857800,13205628847
2006-01-16,1221.11,1202.87,1221.39,1202.59,2527431800,11984845886
2006-01-17,1200.26,1208.44,1209.02,1198.84,1972646200,9452655613
2006-01-18,1207.53,1233.35,1234.53,1206.36,2666785400,12458427121
2006-01-19,1235.08,1251.58,1251.96,1230.85,3361774900,15371377884
2006-01-20,1251.41,1255.31,1258.7,1247.2,3320392300,16220854863
2006-01-23,1254.78,1255.77,1257.35,1244.27,2902866000,14114136663
2006-01-24,1256.01,1252.06,1262.09,1247.01,2967142100,15779296153
2006-01-25,1251.27,1258.05,1260.17,1245.92,2655866000,13682169574
2006-02-06,1263,1287.63,1287.66,1263,2917750700,14910754726
2006-02-07,1289.45,1282.1,1297.4,1270.4,3840474100,19670593251
2006-02-08,1282.12,1290.06,1291.74,1276.02,3285729900,16340287449
2006-02-09,1288.97,1269.45,1288.97,1266.81,2907909100,14199096200
2006-02-10,1269.54,1282.66,1284.1,1266.22,2631421100,13158590275
2006-02-13,1283.78,1279.64,1284.95,1267.56,2613177200,12998010712
2006-02-14,1279.63,1286.33,1286.42,1275.85,2254170400,11114639691
2006-02-15,1289.14,1299.17,1300.99,1288.64,3014790400,14778787047
2006-02-16,1298.5,1270.63,1298.5,1268.56,3235260700,15711529868
2006-02-17,1269.4,1267.41,1280.04,1265.14,2590306700,12612954583
2006-02-20,1268.11,1267.54,1279.42,1265.38,2154279700,10469048170
2006-02-21,1266.64,1288.42,1288.55,1256.81,2665902100,12932889789
2006-02-22,1288.85,1284.23,1297.94,1282.91,2851784100,13583894015
2006-02-23,1284.13,1288.85,1289.94,1273.94,2287504700,10638933783
